Organisational Unit,Payment Date,Amount,Beneficiary Name
Soc Serv Adults,2013-04-12,657.44,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,648.62,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,648.20,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,646.38,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,645.96,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,637.56,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,637.00,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,633.92,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,632.94,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,617.40,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,616.14,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,612.36,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,612.08,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,609.70,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,591.08,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,583.52,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,582.82,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,581.70,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,572.32,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,570.22,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,563.50,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,548.94,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,517.30,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,517.16,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,506.52,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-26,504.56,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,-5926.51,THE GABLES NURSING HOME
Soc Serv Adults,2013-04-12,6036.77,THE HEATHERS
Soc Serv Adults,2013-04-26,1319.64,THE HEATHERS
Soc Serv Adults,2013-04-12,1319.64,THE HEATHERS
Soc Serv Adults,2013-04-26,997.22,THE HEATHERS
Soc Serv Adults,2013-04-12,992.46,THE HEATHERS
Soc Serv Adults,2013-04-26,957.18,THE HEATHERS
Soc Serv Adults,2013-04-26,908.60,THE HEATHERS
Soc Serv Adults,2013-04-12,903.70,THE HEATHERS
Soc Serv Adults,2013-04-26,883.40,THE HEATHERS
Soc Serv Adults,2013-04-12,882.42,THE HEATHERS
Soc Serv Adults,2013-04-26,839.72,THE HEATHERS
Soc Serv Adults,2013-04-26,839.72,THE HEATHERS
Soc Serv Adults,2013-04-26,839.72,THE HEATHERS
Soc Serv Adults,2013-04-26,839.72,THE HEATHERS
Soc Serv Adults,2013-04-26,839.72,THE HEATHERS
Soc Serv Adults,2013-04-12,836.78,THE HEATHERS
Soc Serv Adults,2013-04-12,836.78,THE HEATHERS
Soc Serv Adults,2013-04-12,836.78,THE HEATHERS
Soc Serv Adults,2013-04-12,836.78,THE HEATHERS
Soc Serv Adults,2013-04-12,836.78,THE HEATHERS
Soc Serv Adults,2013-04-26,822.92,THE HEATHERS
Soc Serv Adults,2013-04-26,821.10,THE HEATHERS
Soc Serv Adults,2013-04-26,820.96,THE HEATHERS
Soc Serv Adults,2013-04-26,820.96,THE HEATHERS
Soc Serv Adults,2013-04-26,820.96,THE HEATHERS
Soc Serv Adults,2013-04-12,819.98,THE HEATHERS
Soc Serv Adults,2013-04-12,819.98,THE HEATHERS
Soc Serv Adults,2013-04-12,817.88,THE HEATHERS
Soc Serv Adults,2013-04-12,817.88,THE HEATHERS
Soc Serv Adults,2013-04-12,817.88,THE HEATHERS
Soc Serv Adults,2013-04-26,801.36,THE HEATHERS
Soc Serv Adults,2013-04-12,798.98,THE HEATHERS
Soc Serv Adults,2013-04-12,798.28,THE HEATHERS
Soc Serv Adults,2013-04-26,795.34,THE HEATHERS
Soc Serv Adults,2013-04-26,754.32,THE HEATHERS
Soc Serv Adults,2013-04-12,754.18,THE HEATHERS
Soc Serv Adults,2013-04-26,736.68,THE HEATHERS
Soc Serv Adults,2013-04-12,736.54,THE HEATHERS
Soc Serv Adults,2013-04-12,593.32,THE HEATHERS
Soc Serv Adults,2013-04-26,593.04,THE HEATHERS
Soc Serv Adults,2013-04-26,15800.00,THE HESLEY GROUP LTD
Soc Serv Adults,2013-04-12,5078.61,THE HESLEY GROUP LTD
Soc Serv Adults,2013-04-12,4217.50,THE HESLEY GROUP LTD
Soc Serv Adults,2013-04-12,4217.50,THE HESLEY GROUP LTD
Soc Serv Adults,2013-04-26,1190.28,THE HOME FARM TRUST LTD
Soc Serv Adults,2013-04-26,782.18,THE HYLANDS
Soc Serv Adults,2013-04-19,777.28,THE HYLANDS
Soc Serv Adults,2013-04-05,576.00,THE JOIN PROJECT
Soc Serv Adults,2013-04-26,775.04,THE LEY COMMUNITY
Soc Serv Adults,2013-04-26,4638.62,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,4638.62,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,3037.00,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,2512.02,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,2506.98,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,2316.44,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,2314.34,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,2055.90,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,2050.86,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,2044.98,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,2039.94,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1704.36,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1702.40,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1319.64,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1319.64,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1302.42,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1297.38,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1267.00,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1267.00,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1267.00,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1267.00,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1180.20,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1180.06,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1152.90,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1147.86,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,1113.84,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,1109.08,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,855.26,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,855.26,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,855.26,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,855.26,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,855.26,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,850.36,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,850.36,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,850.36,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,836.36,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,779.52,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,776.44,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,697.76,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,694.68,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,688.38,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,686.42,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,-855.26,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-26,-2987.00,THE LINKS CARE CENTRE
Soc Serv Adults,2013-04-12,579.88,THE LODGE CARE HOME
Soc Serv Adults,2013-04-26,546.84,THE MANOR NURSING/REST HOME
Soc Serv Adults,2013-04-05,546.56,THE MANOR NURSING/REST HOME
Soc Serv Adults,2013-04-12,546.56,THE MANOR NURSING/REST HOME
Soc Serv Adults,2013-04-26,530.18,THE MANOR NURSING/REST HOME
Soc Serv Adults,2013-04-05,529.90,THE MANOR NURSING/REST HOME
Soc Serv Adults,2013-04-12,529.90,THE MANOR NURSING/REST HOME
Soc Serv Adults,2013-04-12,1582.28,THE MOUNT
Soc Serv Adults,2013-04-12,1267.00,THE MOUNT
Soc Serv Adults,2013-04-12,1161.86,THE MOUNT
Soc Serv Adults,2013-04-12,1118.18,THE MOUNT
Soc Serv Adults,2013-04-12,992.46,THE MOUNT
Soc Serv Adults,2013-04-12,936.18,THE MOUNT
Soc Serv Adults,2013-04-12,900.76,THE MOUNT
Soc Serv Adults,2013-04-12,850.36,THE MOUNT
Soc Serv Adults,2013-04-12,662.48,THE MOUNT
Soc Serv Adults,2013-04-12,612.08,THE MOUNT
Soc Serv Adults,2013-04-12,605.08,THE MOUNT
Soc Serv Adults,2013-04-12,601.44,THE MOUNT
Soc Serv Adults,2013-04-12,592.20,THE MOUNT
Soc Serv Adults,2013-04-12,558.88,THE MOUNT
Soc Serv Adults,2013-04-12,512.68,THE MOUNT
Soc Serv Adults,2013-04-29,552.00,THE R.A.D.A.R. KEY COMPANY
Soc Serv Adults,2013-04-26,773.08,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,768.18,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,729.40,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,725.76,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,612.36,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,612.36,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,612.36,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,612.08,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,612.08,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,612.08,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,609.14,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,608.86,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,607.60,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,607.32,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,600.60,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,600.32,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,578.76,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,574.56,THE RAIKES RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,4348.40,THE RETREAT
Soc Serv Adults,2013-04-19,4348.40,THE RETREAT
Soc Serv Adults,2013-04-26,580.16,THE SPINNEY RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,1719.62,THE WILLOWS NURSING & RES. HOME
Soc Serv Adults,2013-04-12,1719.62,THE WILLOWS NURSING & RES. HOME
Soc Serv Adults,2013-04-05,971.46,THIE MEANAGH
Soc Serv Adults,2013-04-12,971.46,THIE MEANAGH
Soc Serv Adults,2013-04-12,2276.26,THORNE HOUSE SERVICES FOR AUTISM
Soc Serv Adults,2013-04-26,3257.80,THREE SISTERS
Soc Serv Adults,2013-04-19,3254.86,THREE SISTERS
Soc Serv Adults,2013-04-26,3074.68,THREE SISTERS
Soc Serv Adults,2013-04-19,3071.60,THREE SISTERS
Soc Serv Adults,2013-04-26,2967.58,THREE SISTERS
Soc Serv Adults,2013-04-19,2964.64,THREE SISTERS
Soc Serv Adults,2013-04-26,2865.80,THREE SISTERS
Soc Serv Adults,2013-04-19,2862.86,THREE SISTERS
Soc Serv Adults,2013-04-26,2548.00,THREE SISTERS
Soc Serv Adults,2013-04-19,2544.92,THREE SISTERS
Soc Serv Adults,2013-04-26,2528.68,THREE SISTERS
Soc Serv Adults,2013-04-19,2525.46,THREE SISTERS
Soc Serv Adults,2013-04-26,905.80,THRESHFIELD COURT CARE CENTRE
Soc Serv Adults,2013-04-12,900.76,THRESHFIELD COURT CARE CENTRE
Soc Serv Adults,2013-04-26,3508.44,TRACKYOU LTD
Soc Serv Adults,2013-04-26,626.22,TRI-CARE LTD
Soc Serv Adults,2013-04-26,601.16,TRI-CARE LTD
Soc Serv Adults,2013-04-26,584.78,TRI-CARE LTD
Soc Serv Adults,2013-04-26,530.18,TRI-CARE LTD
Soc Serv Adults,2013-04-26,4896.64,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,1267.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,1182.58,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,1182.58,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,796.18,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,778.12,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,778.12,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,773.78,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,672.28,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,670.46,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,670.46,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,662.90,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,662.48,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,662.48,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,612.36,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-05,562.66,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,562.66,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-26,556.22,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-19,-6335.00,TROUTBECK NURSING HOME
Soc Serv Adults,2013-04-12,50000.00,TUNSTALL HEALTHCARE(UK) LTD
Soc Serv Adults,2013-04-12,1615.00,TUNSTALL HEALTHCARE(UK) LTD
Soc Serv Adults,2013-04-12,-50000.00,TUNSTALL HEALTHCARE(UK) LTD
Soc Serv Adults,2013-04-26,773.22,TURNING POINT CHESTER - REF 0348
Soc Serv Adults,2013-04-12,772.52,TURNING POINT CHESTER - REF 0348
Soc Serv Adults,2013-04-05,4917.65,TWENTY FOUR SEVEN RECRUITMENT
Soc Serv Adults,2013-04-19,3040.74,TWENTY FOUR SEVEN RECRUITMENT
Soc Serv Adults,2013-04-12,2092.18,TWENTY FOUR SEVEN RECRUITMENT
Soc Serv Adults,2013-04-12,1115.70,TWENTY FOUR SEVEN RECRUITMENT
Soc Serv Adults,2013-04-05,997.25,TWENTY FOUR SEVEN RECRUITMENT
Soc Serv Adults,2013-04-12,997.25,TWENTY FOUR SEVEN RECRUITMENT
Soc Serv Adults,2013-04-26,801.17,TY PENNANT
Soc Serv Adults,2013-04-12,12135.36,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-19,6067.72,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-19,6067.72,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-19,6067.72,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-19,6067.72,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-05,6067.68,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-19,5634.31,UBU NORTHERN LIFE CARE LTD
Soc Serv Adults,2013-04-12,1298.00,UNITED CO-OPERATIVES LTD
Soc Serv Adults,2013-04-12,1288.00,UNITED CO-OPERATIVES LTD
Soc Serv Adults,2013-04-12,1136.00,UNITED CO-OPERATIVES LTD
Soc Serv Adults,2013-04-12,1136.00,UNITED CO-OPERATIVES LTD
Soc Serv Adults,2013-04-12,1136.00,UNITED CO-OPERATIVES LTD
Soc Serv Adults,2013-04-12,1136.00,UNITED CO-OPERATIVES LTD
Soc Serv Adults,2013-04-17,357901.67,UNITED RESPONSE
Soc Serv Adults,2013-04-22,201553.98,UNITED RESPONSE
Soc Serv Adults,2013-04-05,1050.00,UNITED RESPONSE
Soc Serv Adults,2013-04-12,1050.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,1050.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,1050.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,877.50,UNITED RESPONSE
Soc Serv Adults,2013-04-05,787.50,UNITED RESPONSE
Soc Serv Adults,2013-04-12,787.50,UNITED RESPONSE
Soc Serv Adults,2013-04-22,787.50,UNITED RESPONSE
Soc Serv Adults,2013-04-26,787.50,UNITED RESPONSE
Soc Serv Adults,2013-04-05,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-05,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-05,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-05,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-05,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-12,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-12,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-12,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-12,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-12,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-26,525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-05,-525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,-525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,-525.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,-2032.74,UNITED RESPONSE
Soc Serv Adults,2013-04-22,-5139.87,UNITED RESPONSE
Soc Serv Adults,2013-04-22,-8247.00,UNITED RESPONSE
Soc Serv Adults,2013-04-22,-45628.24,UNITED RESPONSE
Soc Serv Adults,2013-04-26,607.18,VALLEY VIEW CARE HOME
Soc Serv Adults,2013-04-12,606.90,VALLEY VIEW CARE HOME
Soc Serv Adults,2013-04-12,5740.00,VISION HOMES ASSOCIATION
Soc Serv Adults,2013-04-26,580.16,VIVIAN HOUSE RESIDENTIAL HOME
Soc Serv Adults,2013-04-12,579.88,VIVIAN HOUSE RESIDENTIAL HOME
Soc Serv Adults,2013-04-26,855.26,WALMER LODGE
Soc Serv Adults,2013-04-26,855.26,WALMER LODGE
Soc Serv Adults,2013-04-12,850.36,WALMER LODGE
Soc Serv Adults,2013-04-12,850.36,WALMER LODGE
Soc Serv Adults,2013-04-26,849.24,WALMER LODGE
Soc Serv Adults,2013-04-12,844.34,WALMER LODGE
Soc Serv Adults,2013-04-26,834.96,WALMER LODGE
Soc Serv Adults,2013-04-12,830.06,WALMER LODGE
Soc Serv Adults,2013-04-26,778.12,WALMER LODGE
Soc Serv Adults,2013-04-12,773.22,WALMER LODGE
Soc Serv Adults,2013-04-26,769.72,WALMER LODGE
Soc Serv Adults,2013-04-12,764.96,WALMER LODGE
Soc Serv Adults,2013-04-26,697.62,WALMER LODGE
Soc Serv Adults,2013-04-26,697.62,WALMER LODGE
Soc Serv Adults,2013-04-12,694.68,WALMER LODGE
Soc Serv Adults,2013-04-12,694.68,WALMER LODGE
Soc Serv Adults,2013-04-26,649.18,WALMER LODGE
Soc Serv Adults,2013-04-12,644.28,WALMER LODGE
Soc Serv Adults,2013-04-26,612.22,WALMER LODGE
Soc Serv Adults,2013-04-12,612.08,WALMER LODGE
Soc Serv Adults,2013-04-05,542.92,WARMEST WELCOME LTD
Soc Serv Adults,2013-04-19,542.92,WARMEST WELCOME LTD
Soc Serv Adults,2013-04-26,1582.28,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,1582.28,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,1267.00,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-19,1006.30,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,905.80,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,905.80,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,905.80,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,900.76,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,900.76,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,900.76,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,866.04,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,861.00,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,855.26,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,850.36,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,798.28,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,795.34,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,771.30,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,743.68,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,739.90,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,713.16,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,712.74,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,668.08,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,667.94,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,666.82,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,666.40,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,662.90,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,662.48,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,649.60,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,649.18,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,621.20,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,617.68,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,612.36,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,612.36,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,612.36,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,612.08,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,612.08,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,612.08,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,609.56,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,609.28,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,585.62,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,579.74,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,579.60,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,577.08,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,526.26,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,524.30,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,520.52,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,519.54,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-12,506.94,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,505.40,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-26,503.86,WELL SPRINGS NURSING HOME
Soc Serv Adults,2013-04-19,3407.04,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-19,2252.16,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1872.00,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1655.78,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1655.78,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1582.28,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1548.12,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1548.12,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,1267.00,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,1267.00,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,662.90,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,662.90,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,662.90,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,662.90,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,662.48,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,662.48,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,662.48,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,655.06,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,651.98,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-26,623.84,WELLINGTON HOUSE NURSING HOME
Soc Serv Adults,2013-04-12,622.58,WELLINGTON HOUSE NURSING HOME
